User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Late_Night_Usage (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Notifications_per_Day,Dominant_Emotion
934,21,Female,Instagram,130,110,6,95,22,28,55,Negative
935,29,Male,Facebook,65,50,2,27,11,22,234,Negative
936,24,Female,LinkedIn,55,39,1,11,,11,132,Positive
937,33,Female,Instagram,170,59,7,95,30,38,103,Positive
938,27,Male,Twitter,85,40,4,45,18,24,100,Negative
939,22,Female,Instagram,115,53,3,60,17,30,121,Positive
940,28,Female,Facebook,100,56,2,22,12,25,160,Negative
941,31,Male,LinkedIn,45,15,1,9,4,10,84,Negative
942,25,Female,Instagram,150,100,6,,26,30,158,Positive
943,,Male,Twitter,95,60,4,50,22,22,240,Negative
944,23,Female,Facebook,105,102,2,25,12,18,142,Positive
945,35,Female,LinkedIn,60,57,1,15,7,14,78,Positive
946,30,Male,Instagram,175,110,7,100,33,38,218,Positive
947,21,Female,Twitter,90,70,3,37,14,,143,Negative
948,26,Female,Facebook,75,55,2,30,12,18,98,Negative
949,32,Male,Instagram,130,78,5,80,28,31,67,Positive
950,,Female,LinkedIn,55,40,,12,6,10,65,Positive
951,27,Male,Instagram,,196,6,,30,28,171,Positive
952,24,Female,Twitter,75,0,3,33,18,19,85,Negative
953,,Male,Facebook,85,40,2,27,,20,189,Positive
954,33,Female,Instagram,145,5,4,65,23,35,244,Negative
955,31,Male,LinkedIn,60,25,1,15,7,17,192,Negative
956,22,Female,Whatsapp,70,50,2,42,10,21,135,Negative
957,25,Male,Telegram,90,65,3,22,,22,74,Positive
958,29,Female,Snapchat,50,40,2,18,7,18,193,Negative
959,28,Female,Twitter,95,33,4,48,,25,115,Positive
960,27,Male,Facebook,60,30,1,12,5,15,129,Positive
961,30,Female,Instagram,175,7,6,72,30,33,237,Positive
962,23,Male,Whatsapp,70,35,3,22,10,18,196,Negative
963,34,Male,Telegram,80,60,2,21,,20,79,Positive
964,26,,Snapchat,120,112,4,55,18,,216,Negative
965,25,Male,Twitter,90,45,6,42,14,26,157,Negative
966,29,Female,Facebook,60,50,1,,4,12,98,Positive
967,28,Male,Instagram,165,84,5,78,23,35,155,Positive
968,31,Female,Whatsapp,65,50,2,27,10,20,34,Positive
969,27,Male,Telegram,105,10,3,48,20,28,80,Negative
970,22,Female,Snapchat,75,40,2,21,8,20,40,Negative
971,,Female,Instagram,140,54,4,65,22,30,165,Positive
972,35,Male,Twitter,70,50,1,13,,10,174,Positive
973,21,Male,Facebook,55,74,3,17,,12,63,Positive
974,29,Female,Whatsapp,90,86,2,24,,22,137,Negative
975,25,Male,Telegram,80,80,4,30,13,25,136,Positive
976,28,Female,Snapchat,115,48,3,38,,27,47,Negative
977,32,Female,Instagram,,120,6,75,25,38,182,Positive
978,,Male,Twitter,75,55,2,23,,18,92,Negative
979,33,Male,Facebook,65,35,1,13,7,14,51,Negative
980,27,Female,Whatsapp,90,67,4,37,18,20,144,Positive
981,31,,Telegram,50,20,2,20,10,12,51,Negative
982,24,Female,Snapchat,85,70,3,33,20,18,245,Positive
983,34,Female,Instagram,120,102,5,60,25,25,102,Negative
984,22,Male,Twitter,70,66,1,22,7,,86,Positive
985,,,Facebook,75,106,2,20,8,20,190,Positive
986,28,Female,,100,60,4,,14,26,227,Negative
987,31,Male,Telegram,85,76,3,45,20,28,112,Negative
988,21,,Snapchat,60,0,1,18,7,12,170,Positive
989,25,,Instagram,170,29,6,83,30,33,97,Positive
990,30,Male,,70,55,2,30,12,20,150,Negative
991,27,Male,Facebook,50,40,1,10,4,10,244,Positive
992,32,Female,Whatsapp,105,50,4,55,25,25,148,Negative
993,24,,Telegram,75,64,3,,16,22,34,Positive
994,29,Female,Snapchat,95,75,2,23,10,28,153,Negative
995,,Male,Instagram,150,85,5,70,25,30,71,Negative
996,33,Female,Twitter,85,23,4,35,18,18,218,Positive
997,22,Female,Facebook,70,35,1,14,6,10,96,Positive
998,35,Male,Whatsapp,110,110,3,50,25,25,79,Positive
999,28,Male,Telegram,60,33,2,,8,18,228,Negative
1000,27,Female,Snapchat,120,103,4,,18,22,126,Positive

