User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Late_Night_Usage,Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Notifications_per_Day,Dominant_Emotion
882,24,Non-binary,Snapchat,85,31,3,,20,18,75,Happiness
883,34,Female,Instagram,120,130,5,,25,25,56,Anger
884,22,Male,Twitter,70,45,1,22,7,22,152,Neutral
885,29,Non-binary,Facebook,,139,2,20,8,20,136,Boredom
886,28,Female,Whatsapp,100,21,4,37,14,26,41,Anxiety
887,31,Male,Telegram,85,64,3,45,20,28,206,Sadness
888,21,Non-binary,Snapchat,60,30,1,18,7,12,53,Neutral
889,25,Female,Instagram,170,112,6,83,,33,165,Happiness
890,30,Male,Twitter,70,154,,30,12,20,212,Anxiety
891,27,,Facebook,50,35,1,10,4,10,243,Boredom
892,32,,Whatsapp,105,60,4,,25,25,45,Anger
893,24,Male,Telegram,75,57,3,37,16,22,43,Neutral
894,29,Female,Snapchat,95,84,2,23,10,28,107,Sadness
895,26,Male,Instagram,150,107,5,70,25,30,163,Anxiety
896,,Non-binary,Twitter,85,50,4,35,18,18,26,Boredom
897,22,Female,Facebook,70,55,1,14,6,10,33,Neutral
898,35,,Whatsapp,110,85,3,50,25,25,68,Happiness
899,28,,Telegram,60,30,2,18,8,18,18,Anger
900,27,,Snapchat,120,113,4,40,18,22,128,Neutral
901,25,Female,Instagram,120,80,5,50,20,25,92,Happiness
902,30,Male,Twitter,90,75,4,30,20,22,138,Anger
903,22,Non-binary,Facebook,60,50,2,20,10,15,108,Neutral
904,28,Female,Instagram,,223,8,110,40,,71,Anxiety
905,33,Male,LinkedIn,45,20,1,,5,12,19,Boredom
906,21,,Instagram,150,107,5,65,25,30,222,Happiness
907,27,Female,Twitter,85,57,3,40,18,20,139,Anger
908,24,Non-binary,Facebook,110,25,6,35,,25,74,Sadness
909,29,Female,LinkedIn,55,20,2,15,5,10,147,Neutral
910,31,Male,Instagram,170,157,7,90,35,40,203,Happiness
911,23,,Twitter,75,25,4,45,,25,31,Anxiety
912,26,Non-binary,Facebook,95,30,3,30,14,18,179,Sadness
913,,Male,LinkedIn,65,25,1,14,6,15,62,Boredom
914,22,Female,Instagram,180,87,8,100,38,,212,Happiness
915,28,Male,Twitter,100,70,6,,30,29,53,Anger
916,21,Non-binary,Facebook,40,0,1,,4,12,46,Neutral
917,35,Female,Instagram,125,0,5,65,22,28,114,Anxiety
918,27,Male,Twitter,,0,3,40,16,24,217,Sadness
919,23,Non-binary,LinkedIn,50,15,1,12,6,12,136,Neutral
920,32,Female,Instagram,140,84,6,75,28,30,72,Happiness
921,26,Male,Facebook,75,35,2,30,14,20,15,Anxiety
922,24,,Twitter,105,93,,35,20,23,144,Anger
923,29,Male,,60,119,2,17,8,15,101,Boredom
924,33,Non-binary,Instagram,190,84,8,105,36,50,229,Happiness
925,22,Female,Twitter,70,64,3,25,16,15,18,Sadness
926,31,Male,Facebook,80,31,2,20,10,20,155,Neutral
927,27,Non-binary,LinkedIn,55,40,1,12,5,11,195,Anxiety
928,25,Female,Instagram,160,88,6,85,26,30,176,Happiness
929,30,Male,Twitter,90,33,4,43,19,24,235,Anger
930,26,Non-binary,Facebook,45,15,1,,,12,70,Sadness
931,34,Female,LinkedIn,65,32,2,17,5,14,100,Boredom
932,28,Male,Instagram,145,44,7,80,30,35,53,Happiness
933,23,Non-binary,Twitter,70,157,3,30,14,18,94,Neutral
934,21,Female,Instagram,130,110,6,95,22,28,55,Sadness
935,29,Male,Facebook,65,50,2,27,11,22,234,Anxiety
936,24,Non-binary,LinkedIn,55,39,1,11,,11,132,Boredom
937,33,Female,Instagram,170,59,7,95,30,38,103,Happiness
938,27,Male,Twitter,85,40,4,45,18,24,100,Anger
939,22,Female,Instagram,115,53,3,60,17,30,121,Neutral
940,28,Non-binary,Facebook,100,56,2,22,12,25,160,Anxiety
941,31,Male,LinkedIn,45,15,1,9,4,10,84,Sadness
942,25,Female,Instagram,150,100,6,,26,30,158,Happiness
943,,Male,Twitter,95,60,4,50,22,22,240,Anger
944,23,Non-binary,Facebook,105,102,2,25,12,18,142,Neutral
945,35,Female,LinkedIn,60,57,1,15,7,14,78,Boredom
946,30,Male,Instagram,175,110,7,100,33,38,218,Happiness
947,21,Female,Twitter,90,70,3,37,14,,143,Sadness
948,26,Non-binary,Facebook,75,55,2,30,12,18,98,Anxiety
949,32,Male,Instagram,130,78,5,80,28,31,67,Neutral
950,,Female,LinkedIn,55,40,,12,6,10,65,Boredom
951,27,Male,Instagram,,196,6,,30,28,171,Happiness
952,24,Female,Twitter,75,0,3,33,18,19,85,Anger
953,,Non-binary,Facebook,85,40,2,27,,20,189,Neutral
954,33,Female,Instagram,145,5,4,65,23,35,244,Sadness
955,31,Male,LinkedIn,60,25,1,15,7,17,192,Anxiety
956,22,Female,Whatsapp,70,50,2,42,10,21,135,Anxiety
957,25,Male,Telegram,90,65,3,22,,22,74,Boredom
958,29,Non-binary,Snapchat,50,40,2,18,7,18,193,Sadness
959,28,Female,Twitter,95,33,4,48,,25,115,Happiness
960,27,Male,Facebook,60,30,1,12,5,15,129,Boredom
961,30,Female,Instagram,175,7,6,72,30,33,237,Happiness
962,23,Male,Whatsapp,70,35,3,22,10,18,196,Anger
963,34,Non-binary,Telegram,80,60,2,21,,20,79,Neutral
964,26,,Snapchat,120,112,4,55,18,,216,Anxiety
965,25,Male,Twitter,90,45,6,42,14,26,157,Sadness
966,29,Non-binary,Facebook,60,50,1,,4,12,98,Boredom
967,28,Male,Instagram,165,84,5,78,23,35,155,Happiness
968,31,Female,Whatsapp,65,50,2,27,10,20,34,Neutral
969,27,Male,Telegram,105,10,3,48,20,28,80,Anxiety
970,22,Non-binary,Snapchat,75,40,2,21,8,20,40,Sadness
971,,Female,Instagram,140,54,4,65,22,30,165,Happiness
972,35,Male,Twitter,70,50,1,13,,10,174,Boredom
973,21,Non-binary,Facebook,55,74,3,17,,12,63,Neutral
974,29,Female,Whatsapp,90,86,2,24,,22,137,Anger
975,25,Male,Telegram,80,80,4,30,13,25,136,Neutral
976,28,Non-binary,Snapchat,115,48,3,38,,27,47,Anxiety
977,32,Female,Instagram,,120,6,75,25,38,182,Happiness
978,,Male,Twitter,75,55,2,23,,18,92,Sadness
979,33,Non-binary,Facebook,65,35,1,13,7,14,51,Anxiety
980,27,Female,Whatsapp,90,67,4,37,18,20,144,Neutral
981,31,,Telegram,50,20,2,20,10,12,51,Sadness
982,24,Non-binary,Snapchat,85,70,3,33,20,18,245,Happiness
983,34,Female,Instagram,120,102,5,60,25,25,102,Anger
984,22,Male,Twitter,70,66,1,22,7,,86,Neutral
985,,,Facebook,75,106,2,20,8,20,190,Boredom
986,28,Female,,100,60,4,,14,26,227,Anxiety
987,31,Male,Telegram,85,76,3,45,20,28,112,Sadness
988,21,,Snapchat,60,0,1,18,7,12,170,Neutral
989,25,,Instagram,170,29,6,83,30,33,97,Happiness
990,30,Male,,70,55,2,30,12,20,150,Anxiety
991,27,Non-binary,Facebook,50,40,1,10,4,10,244,Boredom
992,32,Female,Whatsapp,105,50,4,55,25,25,148,Anger
993,24,,Telegram,75,64,3,,16,22,34,Neutral
994,29,Female,Snapchat,95,75,2,23,10,28,153,Sadness
995,,Male,Instagram,150,85,5,70,25,30,71,Anxiety
996,33,Non-binary,Twitter,85,23,4,35,18,18,218,Boredom
997,22,Female,Facebook,70,35,1,14,6,10,96,Neutral
998,35,Male,Whatsapp,110,110,3,50,25,25,79,Happiness
999,28,Non-binary,Telegram,60,33,2,,8,18,228,Anger
1000,27,Female,Snapchat,120,103,4,,18,22,126,Neutral
